Title,Score,Directors,Actors,url
花红花火,6.1,张汉杰,张嘉译 / 刘涛 / 聂远 / 姬他 / 徐美玲,https://movie.douban.com/subject/25844435/
AA制生活,6.1,赵晨阳,李小璐 / 曹炳琨 / 任重 / 马苏 / 秦焰,https://movie.douban.com/subject/6967950/
守婚如玉,6.1,刘飚,蒋雯丽 / 许亚军 / 蒋欣 / 王耀庆 / 张瑶,https://movie.douban.com/subject/25963281/
爱情最美丽,6.1,张国立,张国立 / 蒋雯丽 / 马思纯 / 刘立 / 李明启,https://movie.douban.com/subject/24294932/
虎符传奇,6.1,郭宝昌,陈宝国 / 冯绍峰 / 杨幂 / 唐一菲 / 李宗翰,https://movie.douban.com/subject/5948592/
缘来幸福,6.1,林合隆,邓家佳 / 马天宇 / 陈伟霆 / 敖犬 / 吕佳容,https://movie.douban.com/subject/25975892/
宝贝妈妈宝贝女,6.1,宋洋,马天宇 / 孙骁骁 / 路晨 / 李承炫 / 殷叶子,https://movie.douban.com/subject/10535482/
天真遇到现实,6.1,刘新,林永健 / 陈数 / 王龙华 / 代乐乐 / 周德华,https://movie.douban.com/subject/11523197/
学姐知道 第1季,6.1,马诗歌 / 程异喏,葛布 / 张本煜 / 白客 / 刘循子墨 / 孔连顺,https://movie.douban.com/subject/25919530/
媳妇的美好宣言,6.1,周小刚,姚芊羽 / 辛柏青 / 刘佳 / 牛莉 / 王大治,https://movie.douban.com/subject/6796113/
和平的全盛时代,6.1,丁小雄,姚笛 / 任重 / 李婳 / 林继东 / 谢园,https://movie.douban.com/subject/25773355/
洪湖赤卫队,6.1,石伟,温峥嵘 / 常戎 / 杜旭东,https://movie.douban.com/subject/4906289/
天伦,6.1,滕文骥,陈小艺 / 练束梅 / 马丽 / 张国庆 / 陈思斯,https://movie.douban.com/subject/21264276/
翩翩冷少俏佳人,6.0,乔梁,徐正溪 / 李现 / 潘之琳 / 朱梓骁 / 何静,https://movie.douban.com/subject/26125673/
战争不相信眼泪,6.1,苏舟,齐芳 / 张博 / 杨洋 / 徐百卉 / 王思思,https://movie.douban.com/subject/6860858/
无敌铁桥三,6.1,何澍培,释小龙 / 马敬涵 / 计春华 / 许瑶璇 / 蔡文静,https://movie.douban.com/subject/25735645/
双枪李向阳之再战松井,6.1,付小健,张嘉译 / 赵龙豪 / 田小洁 / 丁洋 / 唐以诺,https://movie.douban.com/subject/6126508/
武林猛虎,6.1,谷锦云,释小龙 / 邬靖靖 / 王建福 / 刘交心 / 王思思,https://movie.douban.com/subject/10518908/
女子特案组,6.1,杨亚安,郭昊伦 / 赵子惠 / 娄艺潇,https://movie.douban.com/subject/7052769/
先结婚后恋爱,6.1,徐耿,范伟 / 王雅捷 / 张歆艺 / 王喜 / 牛犇,https://movie.douban.com/subject/6521836/
婚姻料理,6.1,阎建钢,闫妮 / 赵立新 / 梁丹妮 / 冯远征 / 杨青,https://movie.douban.com/subject/20391197/
裸婚之后,6.1,程樯,王阳 / 张佳宁 / 王一楠 / 佟悦 / 万思维,https://movie.douban.com/subject/11632440/
要过好日子,6.1,周耀杰,王茜华 / 刘莉莉 / 秦卫东 / 高明 / 午马,https://movie.douban.com/subject/6534104/
独狼,6.1,陶秋普,祖锋 / 颜丹晨 / 史光辉 / 芦菲 / 芦芳生,https://movie.douban.com/subject/11636442/
越活越来劲,6.1,刘流 / 周英男,刘流 / 闫学晶 / 范明 / 修睿 / 张璇,https://movie.douban.com/subject/27173064/
说书人,6.1,楼健,小沈阳 / 吴健 / 赵本山 / 李立群,https://movie.douban.com/subject/11504658/
国家底线,6.1,高进军,黄志忠 / 左小青 / 果靖霖 / 赵柯 / 田岷,https://movie.douban.com/subject/26638074/
港媳嫁到,6.1,李少飞,袁咏仪 / 高鑫 / 王丽云 / 王一楠 / 杨青,https://movie.douban.com/subject/25862362/
我的绝密生涯,6.1,董志强,吴刚 / 黄志忠 / 左小青 / 郑伟 / 公磊,https://movie.douban.com/subject/24525716/
焦裕禄,6.1,李文歧,王洛勇 / 颜丙燕 / 李立群 / 王静 / 程煜,https://movie.douban.com/subject/11632411/
大丽家的往事,6.1,李大为,王茜华 / 曹曦文 / 李菁菁 / 王新军 / 吴健,https://movie.douban.com/subject/6436766/
恋上黑天使,6.1,罗长安,秋瓷炫 / 唐禹哲 / 陈昊 / 钱泳辰,https://movie.douban.com/subject/25768132/
孙老倔的幸福,6.1,曾晓欣,李幼斌 / 朱茵 / 季肖冰 / 谭松韵 / 周楚濋,https://movie.douban.com/subject/25885392/
房战,6.1,钟少雄,斯琴高娃 / 夏凡 / 刘金山 / 牛莉 / 赵柯,https://movie.douban.com/subject/10521687/
沙僧日记,6.1,尚艺,肖旭 / 肥龙 / 曹然然 / 龚格尔 / 古筝,https://movie.douban.com/subject/26270526/
懂小姐,6.1,金敬荣,成毅 / 辛芷蕾,https://movie.douban.com/subject/25859611/
兰花香,6.1,杨淋,姚芊羽 / 陈莎莉 / 陈昭荣 / 刘恩佑 / 徐洁儿,https://movie.douban.com/subject/5364903/
兵出潼关,6.1,史晨风,谷智鑫 / 刘晓虎 / 杨亚 / 刘佳,https://movie.douban.com/subject/25702585/
大村官,6.1,刘流 / 周英男,贺刚 / 王力可 / 刘流 / 邵峰 / 王晓曦,https://movie.douban.com/subject/25869215/
侦察记,6.1,杨克,尤勇 / 王乙竹 / 高明 / 蔡国庆,https://movie.douban.com/subject/5951243/
老爹的非“城”勿扰,6.1,李妮,吴军 / 李菁菁 / 宋雨霏,https://movie.douban.com/subject/10727006/
烈火如歌,6.0,梁胜权,周渝民 / 迪丽热巴 / 张彬彬 / 刘芮麟 / 龚蓓苾,https://movie.douban.com/subject/26703476/
凉生，我们可不可以不忧伤,6.0,刘俊杰,钟汉良 / 马天宇 / 孙怡 / 于朦胧 / 孟子义,https://movie.douban.com/subject/26774173/
红楼梦,6.0,李少红,杨洋 / 白冰 / 姚笛 / 周采芹 / 归亚蕾,https://movie.douban.com/subject/3014183/
法医秦明之幸存者,6.0,周琳皓,经超 / 余心恬 / 刘海宽 / 艾晓琪 / 邓炀,https://movie.douban.com/subject/27198145/
老男孩,6.0,刘俊杰,刘烨 / 林依晨 / 雷佳音 / 胡先煦 / 郭姝彤,https://movie.douban.com/subject/27018233/
急诊科医生,6.0,郑晓龙 / 刘雪松,张嘉译 / 王珞丹 / 江珊 / 柯蓝 / 苏小明,https://movie.douban.com/subject/26868392/
爱上查美乐,6.0,柯翰辰,贺军翔 / 王心凌 / 柳岩 / 张伦硕 / 施易男,https://movie.douban.com/subject/5501707/
天涯明月刀,6.0,赖水清,钟汉良 / 张檬 / 张定涵 / 陈楚河 / 毛晓彤,https://movie.douban.com/subject/6393366/
爱国者,6.0,龚朝,张鲁一 / 佟丽娅 / 芦芳生 / 田雨 / 孟召重,https://movie.douban.com/subject/27005238/
犀利仁师,6.0,黄伟杰,吴奇隆 / 刘诗诗 / 叶祖新 / 吴映洁 / 岳跃利,https://movie.douban.com/subject/24752641/
神探狄仁杰4,6.0,谭友业 / 何振华 / 苏飞 / 公钰涵 / 孙景岩,梁冠华 / 周洁 / 吴庆哲 / 杨常青 / 冉唯群,https://movie.douban.com/subject/6878443/
天师钟馗,6.0,潘文杰 / 罗灿然,欧阳震华 / 霍思燕 / 曾宝仪 / 刘一含 / 冯绍峰,https://movie.douban.com/subject/4291286/
兰陵王妃,6.0,叶昭仪,张含韵 / 彭冠英 / 陈奕 / 华娇 / 王洁曦,https://movie.douban.com/subject/25023165/
姐妹兄弟,6.0,安建,朱亚文 / 李小冉 / 冯雷 / 曾黎 / 王同辉,https://movie.douban.com/subject/25827882/
奇妙的时光之旅,6.0,许富翔,林心如 / 贾乃亮 / 徐璐 / 王雨 / 金圣柱,https://movie.douban.com/subject/26712240/
伙头军客栈,6.0,高亚麟,周小斌 / 姜超 / 毛孩 / 阿楠 / 白志迪,https://movie.douban.com/subject/27143690/
新京城四少,6.0,潘文杰,杨幂 / 富大龙 / 周杰 / 迟帅 / 李倩,https://movie.douban.com/subject/4885999/
国色天香,6.0,李慧珠,叶璇 / 刘恺威 / 何晟铭 / 徐麒雯 / 高昊,https://movie.douban.com/subject/4920527/
女人帮,6.0,刘心刚,蒋雯丽 / 邬君梅 / 梁静 / 何冰 / 廖凡,https://movie.douban.com/subject/6974520/
满仓进城,6.0,姚远,车晓 / 于晓光 / 李明启 / 徐松子 / 王丽云,https://movie.douban.com/subject/25835476/
寻找爱的冒险,6.0,蒋家骏,蒋劲夫 / 程砚秋 / 陈翔 / 唐禹哲 / 孙骁骁,https://movie.douban.com/subject/26613447/
男生日记,6.0,黄军,马可 / 杨紫 / 马羚 / 陆虎 / 康琳浠,https://movie.douban.com/subject/4820094/
假凤虚凰 第一季,6.0,何佳男,赵予熙 / 刘济恺 / 董子鸣 / 安钦夫 / 卫羽,https://movie.douban.com/subject/27006109/
一起长大,6.0,邵兵,邵兵 / 王子文 / 杨玏 / 李立群 / 王姬,https://movie.douban.com/subject/25764373/
光荣使命,6.0,陈浩威,王挺 / 殷桃 / 秦海璐,https://movie.douban.com/subject/6967932/
刷兵男的搞笑剧场,6.0,辛阔,刷兵男,https://movie.douban.com/subject/25867015/
暗花,6.0,黄健中 / 朱德承,赵柯 / 杨烁 / 冯恩鹤 / 杜雨露 / 谭凯,https://movie.douban.com/subject/10569157/
射天狼,6.0,张前,任天野 / 范志博 / 马丽 / 刘一含 / 陈逸恒,https://movie.douban.com/subject/24533746/
二分之一美少年,6.0,辛巨擘,叶子诚 / 金丽婷 / 赵擎 / 周升 / 敖翔,https://movie.douban.com/subject/27095911/
媳妇是怎样炼成的,6.0,卢伦常,萨日娜 / 姚芊羽 / 刘芳毓 / 方子哥 / 代乐乐,https://movie.douban.com/subject/6967971/
妇道,6.0,李云亮,黄曼 / 靳东 / 周奇奇 / 陈昭荣 / 李东霖,https://movie.douban.com/subject/25758907/
红槐花,6.0,雷献禾,宁静 / 黄志忠 / 张桐,https://movie.douban.com/subject/6057814/
漂亮主妇,6.0,刘二威,王艳 / 李佳璘 / 梁爱琪 / 刘敏 / 高曙光,https://movie.douban.com/subject/6439463/
我的三个母亲,6.0,李大为 / 刘国权,张延 / 黄曼 / 李菁菁 / 庹宗华,https://movie.douban.com/subject/4930390/
地道战,6.0,李小亭,王千源 / 侯天来 / 李琦 / 许还幻,https://movie.douban.com/subject/5343604/
谁是真英雄,6.0,连奕名 / 李印 / 李钊,小沈阳 / 王刚 / 王佳宁 / 高仁 / 徐立,https://movie.douban.com/subject/19962581/
纸婚,6.0,张峰,李念 / 李东学 / 高亚麟 / 马羚 / 毛俊杰,https://movie.douban.com/subject/10793487/
婆婆也是妈,6.0,尹涛,董璇 / 高云翔 / 刘莉莉 / 何晴 / 午马,https://movie.douban.com/subject/6961259/
小镇大法官,6.0,梦继,林永健 / 陈瑾 / 范明 / 李健 / 李依玲,https://movie.douban.com/subject/26269534/
杜拉拉升职记,6.0,张峰,谢楠 / 王耀庆 / 巩新亮 / 施予斐,https://movie.douban.com/subject/11600151/
地下地上之大陆小岛,6.0,张汉杰,胡军 / 柯蓝 / 冯恩鹤 / 陈锐 / 佟凡,https://movie.douban.com/subject/24736275/
铁甲舰上的男人们,6.0,齐星,徐佳 / 张定涵,https://movie.douban.com/subject/19962599/
寻路,6.0,张多福,许铂岑 / 刘劲 / 马晓伟 / 罗忆楠 / 赵凯,https://movie.douban.com/subject/19962573/
江湖正道,6.0,黄文利,黄志忠 / 王劲松 / 柯蓝 / 斯琴高娃,https://movie.douban.com/subject/11506881/
边城汉子,6.0,马鲁剑,王斑 / 温峥嵘 / 申军谊 / 陈创 / 宋笠娜,https://movie.douban.com/subject/5342076/
婚战,6.0,刘新,王志飞 / 万茜 / 孙茜 / 祖锋 / 王耀庆,https://movie.douban.com/subject/20495595/
我该怎么办,6.0,熊琛,徐欢 / 韩雪薇 / 王梦婷,https://movie.douban.com/subject/25901417/
生死迷局,6.0,张自强,严屹宽 / 甘婷婷 / 郑晓宁,https://movie.douban.com/subject/5279634/
暖男的爱情与战争,6.0,刘新,林永健 / 姚芊羽 / 张衣 / 周冬齐 / 谭松韵,https://movie.douban.com/subject/21327739/
锁定美军特使,6.0,宁海强,徐洪浩 / 李易祥 / 杨蓉 / 冯国庆 / 王小虎,https://movie.douban.com/subject/6899937/
老九门,5.9,梁胜权,陈伟霆 / 张艺兴 / 赵丽颖 / 应昊茗 / 袁冰妍,https://movie.douban.com/subject/26614088/
美人为馅,5.9,李达超,杨蓉 / 白宇 / 张逸杰 / 米热 / 戚迹,https://movie.douban.com/subject/26614086/
我才不会被女孩子欺负呢,5.9,陈鹏,蔡徐坤 / 卢洋洋 / 杨景诚 / 蒋毓玮 / 王瑄,https://movie.douban.com/subject/30155194/
飞虎之潜行极战,5.9,李惠民 / 查传谊 / 李文龙,苗侨伟 / 黄宗泽 / 吴卓羲 / 张兆辉 / 王敏德,https://movie.douban.com/subject/26969029/
骨语,5.9,扈耀之,张龄心 / 高仁 / 蔡宜达 / 张家鼎 / 吴曼思,https://movie.douban.com/subject/27119570/
新萧十一郎,5.9,鞠觉亮 / 黄祖权,严屹宽 / 甘婷婷 / 朱一龙 / 李依晓 / 张含韵,https://movie.douban.com/subject/25966185/
我和两个他,5.9,韩承桓,张子枫 / 熊梓淇 / 刘剑羽 / 刘奕畅,https://movie.douban.com/subject/27106905/
我不是精英,5.9,刘新,雷佳音 / 邓家佳 / 莫小棋 / 王姬 / 许娣,https://movie.douban.com/subject/26839485/
秀丽江山之长歌行,5.9,林峰 / 陈权,林心如 / 袁弘 / 王媛可 / 于波 / 宗峰岩,https://movie.douban.com/subject/10558441/
你好乔安,5.9,林妍,戚薇 / 王晓晨 / 陈亦飞 / 王宫良 / 辛雨锡,https://movie.douban.com/subject/25911806/
画皮,5.9,高林豹,凌潇肃 / 薛凯琪 / 李宗翰 / 陈怡蓉 / 罗家英,https://movie.douban.com/subject/5250586/
聊斋三,5.9,黄祖权 / 黄伟明 / 陈亚洲 / 金鳌勋,邱泽 / 贡米 / 林文龙 / 萧蔷 / 陈司翰,https://movie.douban.com/subject/4894008/
极品新娘,5.9,梁胜权 / 黄俊文,李沁 / 金世佳 / 高洋 / 徐海乔 / 应昊茗,https://movie.douban.com/subject/25748620/
旗袍,5.9,李舒,王志文 / 李幼斌 / 马苏 / 申军谊 / 祖锋,https://movie.douban.com/subject/4745878/
神医喜来乐传奇,5.9,柏杉,李保田 / 金玉婷 / 吴军 / 王晓晨,https://movie.douban.com/subject/7053744/
超级马丽,5.9,武然,漆雕轶柔 / 李勤勤 / 那威 / 英达 / 梁天,https://movie.douban.com/subject/30317762/
被催眠的催眠师,5.9,谭嘉言,杨玏 / 朱颜曼滋 / 杨奇鸣 / 何美璇 / 韩丹彤,https://movie.douban.com/subject/26890345/
便衣支队,5.8,张多福,贾乃亮 / 吴京安 / 董可飞 / 衣珊 / 邵峰,https://movie.douban.com/subject/6772975/
福根进城,5.9,姚远,赵毅 / 柴碧云 / 王丽云,https://movie.douban.com/subject/25995358/
老婆大人是80后,5.9,刘进,李小冉 / 杜淳 / 张嘉译 / 于明加 / 张鲁一,https://movie.douban.com/subject/25851664/
杜拉拉之似水年华,5.9,林合隆,焦俊艳 / 王雷 / 冯丹滢 / 馨子 / 陈彦妃,https://movie.douban.com/subject/11507126/
雪豹坚强岁月,5.9,张健,张若昀 / 高洋 / 毛晓彤 / 吴承轩 / 章雯淇,https://movie.douban.com/subject/24890253/
等你爱我,5.9,张峰,曹曦文 / 王凯 / 朱刚日尧 / 王澜 / 傅天骄,https://movie.douban.com/subject/26125671/
大都市小爱情,5.9,武洪武,佟丽娅 / 李乃文 / 王姬 / 王刚 / 路晨,https://movie.douban.com/subject/25704426/
新燕子李三,5.9,王新民,陈龙 / 李彩桦 / 刘峰超 / 六小龄童 / 黄日华,https://movie.douban.com/subject/11636302/
傻儿传奇之抗战到底,5.9,刘流 / 周英男,刘流 / 于震 / 申军谊 / 周放 / 冼色丽,https://movie.douban.com/subject/26650058/
非凡英雄,6.0,牛牛,陈小春 / 句号 / 李琦 / 刘晓洁 / 张澎澎,https://movie.douban.com/subject/11594932/
金枝玉叶,5.9,林龙 何洛 罗刚,田海蓉 / 赵子琪 / 张萌 / 苗侨伟 / 朱泳腾,https://movie.douban.com/subject/4821037/
安居,5.9,张永新,王志飞 / 李晓峰 / 程煜 / 吴冕 / 丁勇岱,https://movie.douban.com/subject/26600261/
冷风暴,5.9,张东东,朱雨辰 / 李子雄 / 瑛子 / 丁勇岱 / 李泰,https://movie.douban.com/subject/11504656/
我是真的,5.9,楼健,王千源 / 郭晓峰 / 郭柯宇,https://movie.douban.com/subject/4713542/
新甘十九妹,5.9,张辉力 / 陈咏歌,张定涵 / 崔鹏 / 任晗 / 秦雪 / 宋珉宇,https://movie.douban.com/subject/25758720/
一日夫妻百日恩,5.9,赵晨阳,郭晓东 / 赵子琪 / 刘莉莉 / 韩童生 / 林继东,https://movie.douban.com/subject/6790989/
跟我回家,5.9,顾晶,辛柏青 / 周璞 / 杜源 / 黄曼 / 傅迦,https://movie.douban.com/subject/25922910/
午夜计程车2,5.9,萩生田宏治,高鑫 / 郝云 / 温心 / 王佑硕 / 田中千绘,https://movie.douban.com/subject/26677956/
弹孔,6.0,郑方南,郭涛 / 薛佳凝 / 郭广平 / 侯勇 / 王劲松,https://movie.douban.com/subject/6538644/
三十而嫁,5.9,王小康,黄小蕾 / 吴军忱 / 贾青 / 高宝宝 / 林雨申,https://movie.douban.com/subject/6383556/
配角逆袭事务所,5.9,李惠民,蓝燕,https://movie.douban.com/subject/26321457/
女人进城,5.9,孙涛,李菁菁 / 秦卫东 / 潘雨辰 / 王晓曦 / 黄晓娟,https://movie.douban.com/subject/19977807/
来自未来的史密特,5.9,吴蒙恩,林佑威 / 李毓芬 / 赖琳恩,https://movie.douban.com/subject/26576725/
捍卫者,5.9,汪涛,范明 / 车永莉 / 张秋歌 / 萧蔷 / 陈昭荣,https://movie.douban.com/subject/10531262/
小城大爱,5.9,李妮,冯绍峰 / 班嘉佳 / 孙松 / 严晓频 / 高冬平,https://movie.douban.com/subject/6078000/
不能没有家,5.9,孙滔,刘佩琦 / 乔振宇 / 宋晓英 / 丁柳元 / 林家川,https://movie.douban.com/subject/6796149/
民主之澜,5.9,朱正 / 李振平,温海波 / 王霙 / 孙维民 / 盖美 / 郭连文,https://movie.douban.com/subject/4323348/
能人冯天贵,5.9,潘长江,储智博 / 朱晏 / 潘长江,https://movie.douban.com/subject/5916689/
恋爱先生,5.8,姚晓峰,靳东 / 江疏影 / 李乃文 / 辛芷蕾 / 李宗翰,https://movie.douban.com/subject/26827972/
胭脂,5.8,徐纪周 / 白涛 / 易军,赵丽颖 / 陆毅 / 陶昕然 / 袁文康 / 石兆琪,https://movie.douban.com/subject/26358699/
美人制造,5.8,李慧珠,金世佳 / 杨蓉 / 邓萃雯 / 张哲瀚 / 杨恭如,https://movie.douban.com/subject/25907101/
致青春,5.8,杨文军,杨玏 / 陈瑶 / 张丹峰 / 蔡文静 / 马可,https://movie.douban.com/subject/24859459/
飞虎神鹰,5.8,钱雁秋,张子健 / 梁冠华 / 曲栅栅 / 苑冉 / 刘蕾,https://movie.douban.com/subject/6801428/
吉祥天宝,5.8,元德,金起范 / 赵丽颖 / 朱梓骁 / 陈昱霖 / 廖碧儿,https://movie.douban.com/subject/24736272/
青年医生,5.8,赵宝刚 / 王迎,任重 / 张俪 / 张铎 / 张佳宁 / 王阳,https://movie.douban.com/subject/25840415/
五鼠闹东京,5.8,吴家骀,陈晓 / 严屹宽 / 郑爽 / 张芷溪 / 谢宁,https://movie.douban.com/subject/25923559/
新白发魔女传,5.8,黄伟杰 / 梁国冠 / 马华干,吴奇隆 / 马苏 / 樊少皇 / 郭珍霓 / 李解,https://movie.douban.com/subject/10569156/
时尚女编辑,5.8,滕华涛,殷桃 / 祖锋 / 张瑶 / 陈卫 / 张子萱,https://movie.douban.com/subject/6808697/
我的媳妇是女王,5.8,俞钟,霍思燕 / 雷佳音 / 曹征 / 顾艳 / 韩烨,https://movie.douban.com/subject/25911593/
妯娌的三国时代,5.8,黄力加,曾黎 / 闫学晶 / 李崇霄 / 赵岩松 / 王丽云,https://movie.douban.com/subject/10726961/
换了人间,5.8,杨晶,唐国强 / 刘劲 / 马晓伟 / 郭连文 / 王伍福,https://movie.douban.com/subject/26980000/
爱的妇产科,5.8,蒋家骏,何晟铭 / 朱丹 / 孙坚 / 李依晓 / 魏千翔,https://movie.douban.com/subject/24859452/
高科技少女喵,5.7,刘循子墨,张本煜 / 肖菁菁 / 白客 / 刘循子墨 / 刘浩,https://movie.douban.com/subject/25876735/
赏金猎人,5.8,成麟 / 林晋希,钱泳辰 / 李易峰 / 江铠同 / 颖儿 / 薛佳凝,https://movie.douban.com/subject/10590758/
解放大西南,5.8,王珈,唐国强 / 刘劲 / 卢奇 / 王伍福,https://movie.douban.com/subject/5403977/
黄金地带,5.8,小 岛,罗嘉良 / 王姬 / 郑晓宁 / 徐永革,https://movie.douban.com/subject/4294101/
最后一张签证,5.8,花箐,王雷 / 陈宝国 / 赵擎 / 张静静 / 施京明,https://movie.douban.com/subject/26613382/
玉观音,5.8,田有良,饶敏莉 / 高云翔 / 安志杰 / 莫小棋 / 李强,https://movie.douban.com/subject/5401736/
人生需要揭穿,5.8,王岳伦,傅亨 / 周楚濋 / 乔乔,https://movie.douban.com/subject/25802418/
谈判冤家,5.8,杨磊,王雷 / 陈数 / 韩青 / 张鲁一 / 张丹妮,https://movie.douban.com/subject/25812251/
月供,5.9,管虎,郭京飞 / 张芷溪 / 陈赫 / 黄一晗 / 马丹旎,https://movie.douban.com/subject/25713410/
水浒学院,5.8,王羿人,郭京飞 / 秦雪,https://movie.douban.com/subject/25919316/
古镜,5.8,蓝志伟,郑希怡 / 应昊茗 / 张雪迎 / 伍麟凯,https://movie.douban.com/subject/26378733/
丈母娘来了,5.8,梁山,雷佳音 / 朱杰 / 朱茵 / 王丽云 / 刘敏,https://movie.douban.com/subject/6788274/
风语,5.8,刘江,胡军 / 郭晓东 / 孙宁,https://movie.douban.com/subject/4713543/
独生子女的婆婆妈妈,5.8,丁黑,童瑶 / 李健 / 刘一含 / 彭玉,https://movie.douban.com/subject/10426995/
钱多多炼爱记,5.8,林孝谦,高以翔 / 尹航 / 朱丹 / 王阳明 / 赵奕欢,https://movie.douban.com/subject/25728500/
生活大爆炒,5.8,张笑安,翟天临 / 何昕霖 / 张宥浩 / 张心怡 / 辣目洋子,https://movie.douban.com/subject/27119496/
搜神记,5.8,吴锦源,陈紫函 / 陈键锋 / 谭耀文 / 刘力扬 / 周绍栋,https://movie.douban.com/subject/10527189/
前夫求爱记,5.8,尚敬,钱芳 / 闫妮 / 高亚麟 / 大左 / 佟悦,https://movie.douban.com/subject/25812233/
老妈的三国时代,5.8,梁山,蔡明 / 盖克 / 王丽云 / 王余昌 / 那威,https://movie.douban.com/subject/24860315/
我和丈母娘的十年战争,5.8,单联全,归亚蕾 / 孙涛 / 秦海璐 / 冯一非 / 侯天来,https://movie.douban.com/subject/7564979/
我们同是一家人,5.8,卫瀚韬,杨幂 / 王馥荔 / 王骁 / 贾妮 / 蒋依依,https://movie.douban.com/subject/5288896/
孽债2,5.8,梁山,翟天临 / 姚笛 / 丁子峻 / 张默 / 赵有亮,https://movie.douban.com/subject/4241991/
大侠日天,5.8,梁国冠,代文雯 / 袁百梓卉 / 罗家英 / 崔成国 / 孟瑶,https://movie.douban.com/subject/26774171/
幸福满屋,5.8,贾一平,刘涛 / 赵子琪 / 奚美娟 / 巫刚 / 林爽,https://movie.douban.com/subject/6534075/
二十四道拐,5.8,张玉中,刘小锋 / 甘婷婷 / 齐芳 / 海一天 / 武强,https://movie.douban.com/subject/25832715/
热血篮球,5.8,杨羽,安宁,https://movie.douban.com/subject/26438944/
给你生命给我爱,5.8,陈伟详,林申 / 马晓灿 / 周毅 / 茹萍,https://movie.douban.com/subject/5413839/
穿越烽火线,5.8,钱晓鸿,丁海峰 / 沈傲君 / 倪虹洁 / 赵珈琪 / 任帅,https://movie.douban.com/subject/20453678/
宝贝战争,5.8,程樯,姚芊羽 / 涂松岩 / 谢君豪 / 张凯丽 / 寇振海,https://movie.douban.com/subject/6094981/
我们的快乐人生,5.8,鄢钷,于震 / 胡可 / 潘虹 / 王韦智 / 陈美行,https://movie.douban.com/subject/19967728/
黑色名单,5.8,余丁,黄觉 / 颜丹晨 / 王政钧 / 姚安濂 / 张铁林,https://movie.douban.com/subject/6018997/
狂飙支队,5.8,金姝慧,邢佳栋 / 张博 / 王志刚 / 秦卫东,https://movie.douban.com/subject/10545984/
侠隐记,5.8,李翰韬,焦恩俊 / 洪剑涛 / 齐芳 / 王思懿,https://movie.douban.com/subject/5965618/
欢天喜地对亲家,5.8,王晓曦,秦卫东 / 黄晓娟 / 句号 / 于莉红,https://movie.douban.com/subject/25923508/
九死一生,5.8,王晓明,寇世勋 / 斓曦 / 杨奇鸣 / 王翔弘 / 毛林林,https://movie.douban.com/subject/11625133/
奇异家庭,5.8,吕小品,蔡明 / 王平 / 宋阳 / 叶梓萱 / 张含韵,https://movie.douban.com/subject/11510485/
茶颂,5.8,王文杰,罗刚 / 王力可 / 陈逸恒 / 杨紫彤 / 刘金山,https://movie.douban.com/subject/19966127/
北方汉子,5.8,孙滔,刘佩琦 / 李诚儒 / 张恒 / 吴丹佳佳,https://movie.douban.com/subject/5942153/
阿娜尔罕,5.7,阎清秀 / 于德安,迪丽热巴 / 阿卜力克木·阿卜来提,https://movie.douban.com/subject/24294849/
蜀山战纪之剑侠传奇,5.7,黄伟杰,赵丽颖 / 陈伟霆 / 吴奇隆 / 叶祖新 / 刘思彤,https://movie.douban.com/subject/25958839/
活佛济公,5.7,林添一,陈浩民 / 杨雪 / 陈紫函 / 林子聪 / 高昊,https://movie.douban.com/subject/4886293/
古剑奇谭2,5.7,蔡晶盛 / 李宏宇,李治廷 / 颖儿 / 付辛博 / 姜雯 / 郭品超,https://movie.douban.com/subject/26420675/
无懈可击之美女如云,5.7,蒋家骏,何润东 / 赵柯 / 田亮 / 董璇 / 戚薇,https://movie.douban.com/subject/4915538/
云巅之上,5.7,陈家霖 / 李慧珠 / 李文龙 / 邓伟恩,陈晓 / 袁姗姗 / 张哲瀚 / 米热 / 郭晓东,https://movie.douban.com/subject/26344892/
重生之名流巨星,5.7,赵小溪 / 赵小鸥,马可 / 纳瓦·君拉纳拉 / 徐海乔 / 张馨予 / 韩彩英,https://movie.douban.com/subject/26609692/
我和我的传奇奶奶,5.7,陶秋普,宁静 / 罗晋 / 芦芳生 / 范明 / 池源,https://movie.douban.com/subject/22991969/
探灵档案,5.7,彭发,陈冠希 / 商天娥 / 邓丽欣 / 黄德斌 / 滕丽名,https://movie.douban.com/subject/25767569/
刺客列传之龙血玄黄,5.7,何澍培 / 牛牛,查杰 / 朱戬 / 熊梓淇 / 陈雨成 / 薛翔匀,https://movie.douban.com/subject/26915590/
警犬来啦,5.7,谷锦云,杨蓉 / 贾景晖 / 梁缘 / 田小洁 / 金美伶,https://movie.douban.com/subject/26972554/
西涯侠,5.7,至尊玉,白客 / 至尊玉 / 梁家仁 / 刘浩 / 柯达,https://movie.douban.com/subject/26776529/
大侠黄飞鸿,5.7,马诗歌,柯达 / 刘循子墨 / 孔连顺 / 张本煜 / 王玲玉,https://movie.douban.com/subject/26422345/
尸兄第二季：我叫白小飞,5.7,彩色铅笔工作室& 绘梦者联盟,宝木中阳,https://movie.douban.com/subject/26369686/
温柔的诱惑,5.7,张族权,侯天来 / 韩烨 / 杨紫嫣 / 安泽豪,https://movie.douban.com/subject/25806467/
