Title,Score,Directors,Actors,url
人间规则,7.0,胡竟之,张雅玫 / 厉娜 / 王李丹妮 / 陈子由 / 于彦凯,https://movie.douban.com/subject/27616489/
我的！体育老师,7.0,林妍,张嘉译 / 王晓晨 / 王维维 / 曹璐 / 张子健,https://movie.douban.com/subject/26776469/
兰陵王,7.0,钟澍佳,冯绍峰 / 林依晨 / 陈晓东 / 翟天临 / 胡宇威,https://movie.douban.com/subject/10566582/
屌丝男士 第三季,7.0,大鹏,大鹏 / 吉泽明步 / 拓也哥 / 约翰尼·盖尔克奇 / 文章,https://movie.douban.com/subject/25787994/
萌妃驾到,7.0,邹集城,夏一瑶 / 韩玖诺 / 汤梦佳 / 沈瑶 / 张海宇,https://movie.douban.com/subject/26892564/
大唐荣耀,7.0,刘国楠 / 尹涛,景甜 / 任嘉伦 / 万茜 / 舒畅 / 秦俊杰,https://movie.douban.com/subject/24827545/
大丈夫,7.0,姚晓峰,李小冉 / 王志文 / 俞飞鸿 / 江珊 / 韩童生,https://movie.douban.com/subject/24705156/
情定三生,7.0,田少波,杨蓉 / 蒲巴甲 / 张萌 / 朱一龙 / 臧洪娜,https://movie.douban.com/subject/25715093/
旋风十一人,7.0,林健龙,胡歌 / 江疏影 / 曾黎 / 李子峰 / 钱枫,https://movie.douban.com/subject/25926756/
执念师 第二季,7.0,邹曦,禹童 / 艾晓琪 / 梁大维 / 肖顺尧 / 王修泽,https://movie.douban.com/subject/26716996/
终极游侠,7.0,徐辅军,罗云熙 / 程砚秋 / 程予希 / 胡玮杰 / 詹子晴,https://movie.douban.com/subject/26715582/
唐琅探案,7.0,何洛 / 罗刚,霍建华 / 张萌 / 黄觉 / 曾黎 / 金莎,https://movie.douban.com/subject/4300569/
天使的幸福,7.0,王明台,明道 / 刘诗诗 / 徐正溪 / 江语晨 / 汤甄,https://movie.douban.com/subject/6888715/
老爸回家,7.0,斗琪,刘威 / 吴冕 / 杨紫 / 张一山 / 庹宗华,https://movie.douban.com/subject/19966080/
小麦进城,7.0,姚远,王茜华 / 罗刚 / 王丽云 / 丁洋 / 常波,https://movie.douban.com/subject/10535522/
战火兵魂,7.0,孙小光,孙逊 / 尤勇 / 高峰 / 冯恩鹤 / 王奎荣,https://movie.douban.com/subject/6974344/
新上门女婿,7.0,乔梁,张译 / 张歆艺 / 潘虹 / 李琦 / 孙桂田,https://movie.douban.com/subject/5450877/
醉玲珑番外之玲珑醉梦,7.0,黄纯 / 谢律 / 贾方,龚俊 / 徐沐婵 / 徐嘉苇 / 马春瑞 / 郑业成,https://movie.douban.com/subject/27168733/
雪狼谷,7.0,连奕名,连奕名 / 杜淳 / 杨若兮 / 张嘉译,https://movie.douban.com/subject/6516601/
郭县令轶事,7.0,王宏桥,郭德纲 / 于谦 / 李文启 / 史妍 / 胡珂瑜,https://movie.douban.com/subject/4281632/
江姐,7.0,彦小追,丁柳元 / 胡亚捷 / 舒畅 / 周扬 / 姚安濂,https://movie.douban.com/subject/4920518/
野鸽子,7.0,李小平,董维嘉 / 郑奇 / 毛毅 / 李媛 / 高姝瑶,https://movie.douban.com/subject/10767551/
爹妈满院,7.0,阚卫平,赵本山 / 小沈阳 / 沈春阳 / 宋小宝 / 毕畅,https://movie.douban.com/subject/25876714/
滚滚红尘,7.0,潘文杰,郑嘉颖 / 秦岚 / 蒋恺 / 徐洁儿 / 杨烁,https://movie.douban.com/subject/10484023/
糊涂县令郑板桥,7.0,杨智谦 / 何振华,赵毅 / 柴碧云 / 胡亚捷 / 肖轶 / 刘金山,https://movie.douban.com/subject/26365498/
皮五传奇,7.0,梦继,黄志忠 / 柯蓝 / 洪剑涛 / 练束梅 / 周海媚,https://movie.douban.com/subject/10540035/
香草美人,7.0,侯明杰,刘威葳 / 倪大红 / 谢君豪 / 张明健 / 矢野浩二,https://movie.douban.com/subject/6307445/
老炮儿(网络剧),7.0,费振翔,石凉 / 邵桐 / 赵小锐 / 张博宇,https://movie.douban.com/subject/26692527/
远远的爱,7.0,姚晓峰,佟大为 / 吴越 / 董博文 / 吴京安 / 张俪,https://movie.douban.com/subject/5996819/
皇粮胡同十九号,7.0,李木戈,许晴 / 殷桃 / 陆毅 / 刘金山 / 邵峰,https://movie.douban.com/subject/5502695/
囧爸的爱情生活,7.0,王伟民,朱雨辰 / 焦俊艳 / 姜超 / 戚九洲 / 姜妍,https://movie.douban.com/subject/24699332/
兵团岁月,7.0,李文岐,张译 / 沈傲君 / 王媛可,https://movie.douban.com/subject/4713534/
烈火红岩,7.0,赵浚凯,蓉卓 / 邢佳栋 / 王茜 / 李雨泽 / 何政军,https://movie.douban.com/subject/4116955/
毕有财,7.0,杜軍,林永健 / 宁静 / 刘蓓 / 吕一 / 杨蕊,https://movie.douban.com/subject/6869421/
青春大爆炸,7.0,王之,雷庆瑶 / 葛天 / 王闯 / 张举举 / 杨楠,https://movie.douban.com/subject/19964015/
战狼,7.0,连奕名,连奕名 / 王千源 / 何政军 / 张光北,https://movie.douban.com/subject/6982561/
独家披露,7.0,高希希,林心如 / 周一围 / 李依晓 / 于滨 / 霍青,https://movie.douban.com/subject/5256172/
秋霜,7.0,朱度源,刘孜 / 唐一菲 / 杨亚星 / 李天洋 / 王笛,https://movie.douban.com/subject/5446224/
隐秘动机,7.0,闫宇彤,杨烁 / 张檬 / 商侃 / 蔡子伦 / 邹涵虹,https://movie.douban.com/subject/26365265/
鹰巢之预备警官,7.0,潘小扬,王媛可 / 于晓光 / 潘敏世 / 高旭阳 / 张舒羽,https://movie.douban.com/subject/11516691/
致命追踪,7.0,祝君,钱泳辰 / 肖茵 / 何铁红 / 王烈 / 郝岩,https://movie.douban.com/subject/6425138/
刘伯承元帅,7.0,张玉中,刘之冰 / 王嘉 / 王晖 / 梁春书 / 刘沙,https://movie.douban.com/subject/11629258/
正午阳光,7.0,马进,王志飞 / 林永健 / 董维嘉 / 刘蓓 / 李洪涛,https://movie.douban.com/subject/24843672/
零炮楼,7.0,何群,邢佳栋 / 于震 / 铁伟光 / 罗秀春 / 李梅可,https://movie.douban.com/subject/10514810/
花样江湖,7.0,高飞,赵泳鑫 / 檀健次 / 池约翰 / 肖顺尧 / 沈梦辰,https://movie.douban.com/subject/25949756/
借问英雄何处,7.0,黄鹤,唐国强 / 晋松 / 钱泳辰 / 廉赛 / 孙海英,https://movie.douban.com/subject/10355641/
降龙之白露为霜,6.9,赵曦夕,杨昊铭 / 赵诚宇 / 李彦漫 / 唐本,https://movie.douban.com/subject/30122630/
使徒行者2,6.9,苏万聪,苗侨伟 / 陈豪 / 宣萱 / 袁伟豪 / 周柏豪,https://movie.douban.com/subject/26661003/
十五年等待候鸟,6.9,柯翰辰,张若昀 / 孙怡 / 邓伦 / 张雪迎 / 李宗霖,https://movie.douban.com/subject/26637891/
小丈夫,6.9,姚晓峰,俞飞鸿 / 杨玏 / 张萌 / 田雨 / 韩童生,https://movie.douban.com/subject/26575848/
烽火佳人,6.9,钱升玮 / 朱少杰,舒畅 / 陈键锋 / 乔振宇 / 石筱群 / 李智楠,https://movie.douban.com/subject/11533362/
最亲爱的你,6.9,丁梓光,虞书欣 / 赵志伟 / 王妍之 / 何蓝逗 / 杨之楹,https://movie.douban.com/subject/27005982/
远方的家,6.9,蔚华,刘佳 / 梁冠华 / 吕中 / 柯蓝 / 秦焰,https://movie.douban.com/subject/26638511/
乡村爱情协奏曲,6.9,付滃 / 孟令宇,毕畅 / 贺树峰 / 唐鉴军 / 王小利 / 刘小光,https://movie.douban.com/subject/27125544/
乱世佳人,6.9,吴锦源 / 朱少杰,唐嫣 / 陈键锋 / 罗晋 / 谭凯 / 徐麒雯,https://movie.douban.com/subject/6869384/
乡村爱情浪漫曲,6.9,孟令宇,赵本山 / 毕畅 / 吴云飞 / 王小利 / 刘小光,https://movie.douban.com/subject/25832721/
摩登新人类,6.9,林玉芬 / 刘国辉,胡歌 / 陈意涵 / 陈柏霖 / 马思纯 / 姜超,https://movie.douban.com/subject/4320255/
想看你微笑,6.9,蔡聪,李汶翰 / 杜雨宸 / 侯俊丞 / 刘倩妏 / 林世杰,https://movie.douban.com/subject/27203019/
爱情公寓番外篇：辣味英雄传 第二季,6.9,韦正,陈赫 / 娄艺潇 / 孙艺洲 / 李佳航,https://movie.douban.com/subject/26734679/
甄嬛传(美版),6.9,郑晓龙,孙俪 / 陈建斌 / 蔡少芬 / 李东学 / 蒋欣,https://movie.douban.com/subject/26346934/
唐山大地震,6.9,姚曉峰,陈小艺 / 张涵予 / 佟丽娅 / 张国立 / 袁文康,https://movie.douban.com/subject/6872258/
一树桃花开,6.9,王瑞,王志文 / 徐帆 / 蓝盈莹 / 郭晓婷 / 李泓良,https://movie.douban.com/subject/26605866/
金牌律师,6.9,傅东育,朱丹 / 周一围 / 张铎 / 黄小蕾 / 张志坚,https://movie.douban.com/subject/25789364/
奇妙世纪,6.9,程亮 / 林博,南笙 / 黄觉 / 范植伟 / 李现 / 谢承颖,https://movie.douban.com/subject/26133293/
延安爱情,6.9,曹保平,邓超 / 殷桃 / 寇振海 / 聂鑫 / 王砚辉,https://movie.douban.com/subject/5031983/
STB超级教师,6.9,十一月,雷牧 / 欧宇宁 / 裘恩典 / 王森,https://movie.douban.com/subject/25798169/
无间道 第二季,6.9,洪金泼 / 梁国斌,王阳 / 罗仲谦 / 朱锐 / 苏丽珊 / 罗嘉良,https://movie.douban.com/subject/26982797/
不如跳舞,6.9,罗长安,张国立 / 韩雨芹 / 钟汉良 / 刘蓓 / 赵丽娟,https://movie.douban.com/subject/4886268/
迷雾重重,6.9,李惠民,王学兵 / 吕一 / 王力可 / 胡可 / 李解,https://movie.douban.com/subject/3826270/
信者无敌,6.9,张国庆,陈宝国,https://movie.douban.com/subject/25758900/
开天辟地,6.9,胡玫 / 杨军 / 罗刚 / 胡琤,黄海冰 / 蒋勤勤 / 张萌 / 陈建斌 / 靳东,https://movie.douban.com/subject/5977834/
恋爱SOS,6.9,宋坤儒,陈意涵 / 薛仕凌 / 鲁诺,https://movie.douban.com/subject/6013770/
断刺,6.9,赵浚凯,柳云龙 / 童蕾 / 谷智鑫 / 何政军 / 李雨泽,https://movie.douban.com/subject/6801450/
滇西1944,6.9,宁海强,王学兵,https://movie.douban.com/subject/4275505/
特战先锋,6.9,刘猛,侯勇 / 于震 / 矢野浩二 / 吴晓敏 / 庹宗华,https://movie.douban.com/subject/4845411/
蝴蝶行动,6.9,简川訸,唐一菲 / 齐奎 / 高鑫 / 丁咛 / 谢钢,https://movie.douban.com/subject/6534070/
恋爱脱线时,6.9,王雪彧,林思意 / 陈观慧 / 王晓佳 / 钱蓓婷 / 张舸,https://movie.douban.com/subject/27067943/
桥隆飙,6.9,金姝慧 / 马征,邢佳栋 / 童瑶 / 张博,https://movie.douban.com/subject/5316792/
大家庭,6.9,刘雪松,于和伟 / 刘威葳 / 赵亮 / 邵汶 / 吕中,https://movie.douban.com/subject/10728458/
同龄人,6.9,王滨,任程伟 / 许晴 / 程前 / 梁林琳 / 刘威,https://movie.douban.com/subject/4312207/
开国元勋朱德,6.9,王文盛 / 冯子华,王韦智 / 王伍福 / 王霙 / 郭伟华 / 吕一丁,https://movie.douban.com/subject/6514120/
我的青春在延安,6.9,桑华,郑恺 / 孙骁骁 / 乔乔 / 魏巍 / 钱枫,https://movie.douban.com/subject/6094947/
我叫王土地,6.9,张多福,林永健 / 李强 / 齐芳 / 李依馨 / 蒋毅,https://movie.douban.com/subject/10543731/
铁血壮士,6.9,王晓明,柳云龙 / 沈傲君 / 刘冠军 / 贺镪 / 金丽婷,https://movie.douban.com/subject/11614267/
国歌,6.9,龚若飞,谷智鑫 / 文章 / 柯蓝 / 边潇潇 / 涂黎曼,https://movie.douban.com/subject/5279642/
真爱背后,6.9,张族权,谢钢 / 徐熙颜 / 陈美行 / 叶青 / 王萌黎,https://movie.douban.com/subject/6872251/
新四军女兵,6.9,丁黑,赵子琪 / 黄维德 / 刘威葳 / 王新军 / 徐梵溪,https://movie.douban.com/subject/6522347/
家仇,6.9,徐耿,于和伟 / 郑罗茜 / 吕颂贤 / 娄宇健 / 阴奕彤,https://movie.douban.com/subject/4899825/
史料不及,6.9,刘兴 / 许琦,杨皓宇 / 华晨宇 / 鞠婧祎 / 林思意 / 董艳芸,https://movie.douban.com/subject/26672588/
十一级台阶,6.9,陈健,沙溢 / 金巧巧 / 文清 / 王珂 / 张光北,https://movie.douban.com/subject/6515636/
三个月嫁人计划之快感剩女,6.9,塞冷丝,何叶 / 孙大可 / KiKi,https://movie.douban.com/subject/25907094/
橙红年代,6.7,刘新,陈伟霆 / 马思纯 / 刘奕君 / 陈瑶 / 叶祖新,https://movie.douban.com/subject/27036972/
再创世纪,6.8,关树明,郭晋安 / 林文龙 / 袁伟豪 / 周柏豪 / 潘志文,https://movie.douban.com/subject/26923049/
神话,6.8,蒋家骏,胡歌 / 白冰 / 张世 / 任泉 / 陈紫函,https://movie.douban.com/subject/3732699/
好先生,6.8,张晓波,孙红雷 / 江疏影 / 王耀庆 / 车晓 / 张艺兴,https://movie.douban.com/subject/26322643/
上海女子图鉴,6.8,程亮,王真儿 / 李程彬 / 李现 / 盛一伦 / 袁文康,https://movie.douban.com/subject/27185556/
九州·海上牧云记,6.8,曹盾,黄轩 / 窦骁 / 周一围 / 徐璐 / 文咏珊,https://movie.douban.com/subject/26322999/
狐狸的夏天,6.8,于中中,谭松韵 / 姜潮 / 张鑫 / 王妍之 / 季肖冰,https://movie.douban.com/subject/26811778/
金玉良缘,6.8,黄祖权,霍建华 / 唐嫣 / 邬君梅 / 王阳 / 贡米,https://movie.douban.com/subject/24298399/
虎妈猫爸,6.8,姚晓峰,赵薇 / 佟大为 / 李佳 / 纪姿含 / 潘虹,https://movie.douban.com/subject/25840401/
小爸爸,6.8,文章,文章 / 马伊琍 / 朱佳煜 / 王耀庆 / 徐梵溪,https://movie.douban.com/subject/20270414/
亲爱的，公主病,6.8,于中中,披拉·尼迪裴善官 / 张予曦 / 杜妍 / 陈柏融 / 宣宣,https://movie.douban.com/subject/26675616/
金太狼的幸福生活,6.8,余淳,宋丹丹 / 李小璐 / 范明 / 王雷 / 杜源,https://movie.douban.com/subject/10514846/
反黑,6.8,宋本中,陈小春 / 陈国坤 / 李灿森 / 宋本中 / 陈惠敏,https://movie.douban.com/subject/26961209/
极品女士 第三季,6.8,刘嘉殷,于莎莎,https://movie.douban.com/subject/25941052/
楚汉传奇,6.8,高希希 / 刘海波,陈道明 / 何润东 / 秦岚 / 李依晓 / 杨立新,https://movie.douban.com/subject/6804373/
爷们儿,6.8,刘惠宁,张嘉译 / 宋佳 / 朱锐 / 左小青 / 奚美娟,https://movie.douban.com/subject/25834469/
于成龙,6.8,吴子牛,成泰燊 / 王雅捷 / 巫刚 / 修庆 / 王绘春,https://movie.douban.com/subject/26745143/
和空姐一起的日子,6.8,何念,姚晨 / 凌潇肃 / 郭京飞 / 钱芳 / 高亚麟,https://movie.douban.com/subject/4005201/
爱情回来了,6.8,蒋家骏,戚薇 / 陈赫 / 毛晓彤 / 王传君 / 姜妍,https://movie.douban.com/subject/25835481/
一代枭雄,6.8,余丁,孙红雷 / 陈数 / 巍子 / 余娅 / 郭珍霓,https://movie.douban.com/subject/24700632/
爱情公寓番外篇：开心原力,6.8,韦正,邓家佳 / 孙艺洲 / 李佳航 / 李金铭,https://movie.douban.com/subject/26803819/
动物系恋人啊,6.8,瞿友宁,钟欣潼 / 贺军翔 / 隋棠 / 张睿家 / 洪卓立,https://movie.douban.com/subject/27114843/
花儿与远方,6.8,鲍成志,蒋雯丽 / 王志飞 / 刘钧 / 王大奇 / 黄薇,https://movie.douban.com/subject/26861688/
寻人大师,6.8,李泽露,胡耘豪 / 何花 / 钟镇涛 / 付嘉 / 钱迪迪,https://movie.douban.com/subject/26928826/
青春集结号,6.8,尚敬,焦俊艳 / 经超 / 石安妮 / 闫妮 / 林永健,https://movie.douban.com/subject/26299388/
神探狄仁杰前传,6.8,柏杉,富大龙 / 王静 / 杨幂,https://movie.douban.com/subject/4294100/
班长大人,6.8,沈文帅,李凯馨 / 黄俊捷 / 戴景耀 / 邓欣 / 陆妍淇,https://movie.douban.com/subject/26984572/
彭德怀元帅,6.8,宋业明,董勇 / 董琦 / 罗刚 / 杨童舒 / 濮存昕,https://movie.douban.com/subject/26287780/
幸福36计,6.8,刘新,罗晋 / 焦俊艳 / 闫学晶 / 杜源 / 孙玮,https://movie.douban.com/subject/25722334/
朱家花园,6.8,陈晓雷,陈坤 / 郝蕾 / 王奎荣 / 王华英 / 刘昌伟,https://movie.douban.com/subject/4910174/
五星红旗迎风飘扬,6.8,王晓明,唐国强 / 陈建斌 / 郑国霖,https://movie.douban.com/subject/5951861/
拜托！别黑我！,6.8,张荣华,刘芮侨 / 马梓铭 / 杨孟霖 / 丁柳雁 / 杨俊婷,https://movie.douban.com/subject/26967907/
别那么骄傲2,6.8,沈沁源,佟梦实 / 宋芸桦 / 刘倩妤 / 颜敬杰 / 王畅唱,https://movie.douban.com/subject/26954013/
淘气包马小跳,6.7,李鸿禾,夏力薪 / 吴磊 / 方子哥 / 傅迦 / 许娣,https://movie.douban.com/subject/5923432/
双城生活,6.8,安建,马伊琍 / 涂松岩 / 张小磊 / 岳红 / 丁勇岱,https://movie.douban.com/subject/5395243/
我的特一营,6.8,侯明杰,徐佳 / 杨舒 / 林浩 / 马仑 / 吴京安,https://movie.douban.com/subject/25967389/
决战江桥,6.7,李印,李幼斌 / 施京明 / 米学东 / 刘金山 / 沙景昌,https://movie.douban.com/subject/26582367/
抗倭英雄戚继光,6.8,李惠民,朱晓渔 / 李立群 / 于荣光 / 颜丹晨 / 吕一,https://movie.douban.com/subject/26259630/
花样排球 2,7.0,金振永,金素恩 / 李源根 / 申譞洙 / 崔成国,https://movie.douban.com/subject/26877980/
返城年代,6.7,李文岐,史光辉 / 朱杰 / 颜丹晨 / 颜丙燕 / 王洛勇,https://movie.douban.com/subject/10590725/
了不起的咔嚓,6.8,杨帆,刘牧梅 / 戴路 / 张晓飞 / 张玉轩,https://movie.douban.com/subject/26752692/
爱的多米诺,6.8,刘雪松,于和伟 / 王丽坤 / 宋春丽 / 高放 / 韩烨,https://movie.douban.com/subject/24852518/
掩护,6.8,高梓博,陆毅 / 刘涛 / 朱泳腾,https://movie.douban.com/subject/5975082/
独生子,6.8,李威,林雨申 / 朱杰 / 刘莉莉 / 李光复 / 沈陶然,https://movie.douban.com/subject/11632727/
抹布女也有春天,6.8,刘进,海清 / 张译 / 吕夏 / 芦芳生 / 张英,https://movie.douban.com/subject/20256496/
雪域雄鹰,6.8,罗雷钧,肖顺尧 / 冯丹滢 / 孟阿赛 / 白威 / 薛佳凝,https://movie.douban.com/subject/24888082/
兵临城下,6.8,张汉杰,于和伟 / 王媛可 / 潘虹,https://movie.douban.com/subject/4903621/
最熟悉的陌生人,6.8,张多福,邵峰 / 舒砚 / 潘虹 / 丁海峰 / 孟广美,https://movie.douban.com/subject/4752080/
知县叶光明,6.8,郭德纲,郭德纲 / 陈乔恩 / 于谦,https://movie.douban.com/subject/4303676/
窈跳淑女,6.8,向灼,徐飒 / 殷叶子 / 李北岳 / 王策,https://movie.douban.com/subject/5907662/
江湖学院 第一季,6.8,吴昱翰,黄才伦 / 陈昊明 / 谢波 / 韩云云 / 肖阳,https://movie.douban.com/subject/26330829/
英雄祭,6.8,巍子,黄觉 / 韩丹彤 / 巍子 / 宋轶 / 赵锦焘,https://movie.douban.com/subject/25803274/
孟来财传奇,6.8,曾晓欣,林永健 / 路晨 / 金玉婷,https://movie.douban.com/subject/4303693/
黑天咖啡屋之古蜀遗踪,6.8,丁伦,小小白,https://movie.douban.com/subject/26035285/
外姓兄弟,6.8,刘国权,安泽豪 / 范明 / 王雅捷 / 于洋 / 倪大红,https://movie.douban.com/subject/6518750/
我们队伍向太阳,6.8,李京,张国强 / 王雅捷 / 王媛可 / 陈紫函 / 方慧,https://movie.douban.com/subject/4824973/
嘎达梅林,6.8,陈家林,巴音 / 宋国锋 / 王亚梅 / 安和尼玛 / 高兰村,https://movie.douban.com/subject/5923433/
兵变1929,6.8,李依璠,曹炳琨 / 高露 / 朱宏嘉 / 张笑君 / 李洪涛,https://movie.douban.com/subject/25774083/
菜刀班尖刀连,6.8,包福明,郭晓东 / 林江国 / 朱杰,https://movie.douban.com/subject/25918008/
红色利剑,6.8,王伟民,史可 / 储智博 / 句号 / 许还山 / 谭洋,https://movie.douban.com/subject/6899946/
汶川故事,6.8,毛卫宁,吴健 / 赵达 / 李虎城 / 陈卫 / 罗德元,https://movie.douban.com/subject/5397442/
盛唐幻夜,6.7,周晓鹏,吴倩 / 郑业成 / 张雨剑 / 董琦 / 袁文康,https://movie.douban.com/subject/26469969/
陆贞传奇,6.7,李慧珠,赵丽颖 / 陈晓 / 乔任梁 / 刘雪华 / 杨蓉,https://movie.douban.com/subject/10484007/
加油吧实习生,6.7,孙皓,郑恺 / 赵丽颖 / 蔡文静 / 于小伟 / 车晓,https://movie.douban.com/subject/26061405/
乡村爱情圆舞曲,6.7,刘流,王小利 / 赵本山 / 毕畅 / 小沈阳,https://movie.douban.com/subject/25802675/
红娘子,6.7,郭靖宇,王珞丹 / 杨志刚 / 史可 / 杨昆 / 宗平,https://movie.douban.com/subject/6855117/
乡村爱情交响曲,6.7,徐正超,赵本山 / 贺树峰 / 毕畅 / 小沈阳 / 吴云飞,https://movie.douban.com/subject/6023499/
乡村爱情小夜曲,6.7,赵本山 / 徐正超,赵本山 / 毕畅 / 贺树峰 / 王小利 / 于月仙,https://movie.douban.com/subject/7053737/
热血书院,6.7,周琳皓,梁大维 / 张芷溪 / 张瑞涵 / 艾晓琪 / 李汶翰,https://movie.douban.com/subject/26776530/
我的经济适用男,6.7,蒋家骏,佟丽娅 / 李光洁 / 杜淳 / 高露 / 刘天佐,https://movie.douban.com/subject/6957739/
嫁个老公过日子,6.7,刘二威 / 殷飞 / 王兵,陈乔恩 / 张译 / 蔡明 / 朱锐 / 吕夏葳,https://movie.douban.com/subject/25857432/
渗透,6.7,虎子,沙溢 / 陈瑾 / 曹炳琨 / 韩童生 / 张佳宁,https://movie.douban.com/subject/25780594/
二炮手,6.7,康洪雷,孙红雷 / 海清 / 孙茜 / 秦卫东 / 张天爱,https://movie.douban.com/subject/25812232/
门第,6.7,丁黑,佟大为 / 于明加 / 丁嘉丽 / 于小伟 / 杜源,https://movie.douban.com/subject/10864704/
半路父子,6.7,张国立,张国立 / 刘若英 / 童蕾 / 王耀庆 / 李昊臻,https://movie.douban.com/subject/25839002/
爱情面前谁怕谁,6.7,卢伦常,霍思燕 / 张晓龙 / 陈紫函 / 习雪 / 王琳,https://movie.douban.com/subject/11636422/
学姐知道 第2季,6.7,郭志杰,葛布 / 张本煜 / 白客 / 刘循子墨 / 孔连顺,https://movie.douban.com/subject/26418092/
蔚蓝50米,6.7,黄元达,赵志伟 / 徐洋 / 何昕霖 / 张瑞涵 / 李昕哲,https://movie.douban.com/subject/27030602/
我要一个家,6.7,李文龙,贾乃亮 / 邵兵 / 饶敏莉 / 姚星彤 / 王茜华,https://movie.douban.com/subject/5397526/
花样排球,6.7,金镇英,金镇英 / 宋再临,https://movie.douban.com/subject/26616171/
嘿！真不是闹着玩的,6.7,卢卫国,李泽锋 / 解惠清 / 韩兆 / 范军 / 孙涛,https://movie.douban.com/subject/25780620/
誓言今生,6.7,刘江,郭晓东 / 姜武 / 张晞临 / 任正斌 / 田小洁,https://movie.douban.com/subject/5912994/
毕业歌,6.7,曹盾,李小冉 / 王耀庆 / 祖锋 / 付辛博 / 文咏珊,https://movie.douban.com/subject/26247328/
青恋,6.7,马进,郭京飞 / 车晓 / 冯嘉怡 / 尤靖茹 / 何赛飞,https://movie.douban.com/subject/27001997/
独刺,6.7,俞钟,孙逊 / 宋春丽 / 斯琴高娃 / 唐一菲 / 石兆琪,https://movie.douban.com/subject/7061254/
收获的季节,6.7,孟令宇,于震宇 / 毕畅 / 宋小宝 / 蒋依杉 / 程野,https://movie.douban.com/subject/25942218/
奢香夫人,6.7,陈健,宁静 / 吕良伟 / 王思懿,https://movie.douban.com/subject/6539457/
大戏法,6.7,钟少雄 / 王飞,余少群 / 巍子 / 张洪睿 / 邓丽欣 / 路晨,https://movie.douban.com/subject/5989849/
离婚协议,6.7,吴俊,孙宁 / 涂松岩 / 景岗山 / 吕夏 / 许娣,https://movie.douban.com/subject/24752498/
追击者,6.7,周小刚,于和伟 / 朱雨辰 / 徐光宇 / 张新华 / 罗嘉良,https://movie.douban.com/subject/26322949/
乐逗满屋,6.7,马史,杨默 / 索彬茹 / 帕尼 / 法茹克 / 依克拉德,https://movie.douban.com/subject/25868159/
密使,6.7,卢伦常 / 潘越,于震 / 陈紫函,https://movie.douban.com/subject/5975103/
谁来伺候妈,6.7,余淳,彭玉 / 李崇霄 / 邵峰 / 范雷 / 郑卫莉,https://movie.douban.com/subject/6961167/
中国1945之重庆风云,6.7,张国立 / 罗长安,唐国强 / 张国立 / 蒋勤勤 / 袁莉 / 王伍福,https://movie.douban.com/subject/5958602/
快感剩女,6.7,塞冷丝,何叶 / 孙大可,https://movie.douban.com/subject/25801121/
雾都,6.7,黄力加,张丰毅 / 刘威 / 马晓伟 / 石天 / 叶静,https://movie.douban.com/subject/10569200/
绝命后卫师,6.7,董亚春,张桐 / 郭广平 / 夏志远 / 李强 / 郑昊,https://movie.douban.com/subject/26857954/
女人当官,6.7,傅百良,闫学晶 / 李菁菁 / 秦卫东 / 谢园 / 句号,https://movie.douban.com/subject/5450893/
中国1921,6.7,穆德远,谷智鑫 / 李沁 / 胡军 / 于和伟 / 王仁君,https://movie.douban.com/subject/6038020/
天才进化论,6.7,张馨元,茅圆君 / 沈腾 / 李璐茜 / 墨阳,https://movie.douban.com/subject/11519190/
一马换三羊,6.7,安建,冯雷 / 涂松岩 / 刘威葳 / 萨日娜 / 岳红,https://movie.douban.com/subject/26274135/
全优7笑果,6.7,辛成江 / 王得智,王子子,https://movie.douban.com/subject/5313299/
重生门,6.7,冯柏源,刘恺威 / 姚芊羽 / 李立 / 闻小炜 / 吴玉芳,https://movie.douban.com/subject/5967248/
我们最美好的十年,6.7,管虎,梁静 / 高叶 / 王策 / 许娣 / 徐美玲,https://movie.douban.com/subject/25907009/
草根王,6.7,张国立 / 刘飚,王志飞 / 刘蓓 / 张国立,https://movie.douban.com/subject/5413834/
黄金血道,6.7,陈咏歌,吴樾 / 杜志国 / 贡米 / 计春华 / 杜玉明,https://movie.douban.com/subject/25876124/
良心,6.7,陈燕民,姜武 / 颜丙燕 / 韩青 / 吴冕 / 傅淼,https://movie.douban.com/subject/25798179/
青果巷,6.7,徐耿,何政军 / 王力可 / 朱琳 / 王志华 / 李赞,https://movie.douban.com/subject/20388211/
我的超能男神,6.7,潇庸,刘娜萍 / 周骏超 / 徐铭悦,https://movie.douban.com/subject/26657456/
同居损友,6.7,徐雷,王放 / 陈玺旭,https://movie.douban.com/subject/26022240/
高第街,6.7,李继贤,黄海冰 / 邵兵 / 郭晓峰 / 刘威葳,https://movie.douban.com/subject/10427863/
你迟到的许多年,6.6,林柯,黄晓明 / 殷桃 / 秦海璐 / 曹炳琨 / 范志博,https://movie.douban.com/subject/27097743/
蚀日风暴,6.6,洪金泼,张智霖 / 薛凯琪 / 王阳明 / 陈瑾如 / 李思函,https://movie.douban.com/subject/27198152/
何以笙箫默,6.6,刘俊杰,钟汉良 / 唐嫣 / 谭凯 / 杨玏 / 菅纫姿,https://movie.douban.com/subject/25885442/
脱身,6.6,林柯,陈坤 / 万茜 / 王耀庆 / 蔡文静 / 赵文瑄,https://movie.douban.com/subject/26864184/
