排名,电视剧名称,年份,评分,评价人数,导演,编剧,主演,类型,集数,单集片长,豆瓣网址
1725,烽火儿女情,2011,4.7,92,刘逢声, 杨曼丽,戴娇倩 / 刘恺威 / 蒋毅 / 朱紫汶 / 陆昱霖, 剧情 / 爱情,40,,https://movie.douban.com/subject/6514118/
1726,老妈的桃花运,2016,4.7,102,李彬, 木子,李曼 / 何赛飞 / 翟小兴 / 秦焰 / 苑冉, 剧情 / 家庭,40,45,https://movie.douban.com/subject/26415254/
1727,聪明小空空,2012,4.7,79,都晓,,李丹阳 / 鲍国安 / 潘长江 / 孙颖歆 / 计春华, 儿童,49,,https://movie.douban.com/subject/10577652/
1728,完美新娘,2013,4.7,75,罗灿然, 郭涛,郭珍霓 / 谢祖武 / 陈昭荣 / 赵圆圆 / 王宇婕, 剧情 / 家庭,34,,https://movie.douban.com/subject/19962578/
1729,陶之恋,2014,4.7,45,李惠明 / 龚朝,,戚薇 / 邬倩倩 / 庹宗华 / 霍政谚,,36,,https://movie.douban.com/subject/6967973/
1730,秦时丽人明月心,2017,4.6,25156,刘新, 陈慧如 / 朱先中,迪丽热巴 / 张彬彬 / 李泰 / 刘畅 / 张璇, 剧情 / 爱情 / 古装,48,45,https://movie.douban.com/subject/26924742/
1731,武动乾坤,2018,4.6,40964,张黎, 天蚕土豆 / 李晶凌,杨洋 / 张天爱 / 吴尊 / 王丽坤 / 释小龙, 剧情 / 奇幻 / 古装,40,45,https://movie.douban.com/subject/26756260/
1732,寂寞空庭春欲晚,2016,4.6,13837,吴锦源 / 卫翰韬 / 刘子富 / 邓衍成, 匪我思存 / 江光煜 / 饶俊 / 杜瑞榕,刘恺威 / 郑爽 / 张彬彬 / 张芷溪 / 张晓晨, 剧情 / 爱情 / 古装,45,45,https://movie.douban.com/subject/6872259/
1733,美人无泪,2012,4.6,4212,梁胜权, 沈芷凝Zhining Shen,刘恺威 / 蔡少芬 / 韩栋 / 袁姗姗 / 张檬, 剧情 / 爱情,38,46,https://movie.douban.com/subject/10472783/
1734,秦时明月,2015,4.6,7453,李国立, 徐子沅 / 肖志瑶 / 李楠 / 方羌羌,陆毅 / 陈妍希 / 蒋劲夫 / 孙艺洲 / 胡冰卿, 剧情 / 奇幻 / 武侠 / 古装,54,45,https://movie.douban.com/subject/25919408/
1735,解密,2016,4.6,5608,安建, 麦家 / 冯骥,陈学冬 / 颖儿 / 郭京飞 / 印小天 / 经超, 剧情 / 悬疑,41,45,https://movie.douban.com/subject/26599625/
1736,守护丽人,2017,4.6,5617,袁英明, 邹越,李小璐 / 张译 / 李智楠 / 江雪 / 吴谨言, 剧情 / 爱情,47,45,https://movie.douban.com/subject/25960721/
1737,活佛济公3,2012,4.6,1309,林添一, 简远信,陈浩民 / 林子聪 / 叶祖新 / 林江国 / 张亮, 喜剧 / 奇幻 / 古装,40,40,https://movie.douban.com/subject/11510514/
1738,你是我的姐妹,2015,4.6,1726,汪群雅, 李亚玲,刘恺威 / 娄艺潇 / 白冰 / 刘雅瑟 / 鲁诺, 剧情 / 爱情 / 家庭,42,,https://movie.douban.com/subject/25941022/
1739,东方,2011,4.6,568,唐国强 / 路奇, 刘星,唐国强 / 马晓伟 / 王伍福 / 王静 / 王伯昭, 剧情 / 历史 / 战争,39,45,https://movie.douban.com/subject/6048747/
1740,国士无双黄飞鸿,2017,4.6,454,蒋家骏 / 綦小卉 / 蓝志伟, 张炭,郑恺 / 郭碧婷 / 钟楚曦 / 吕良伟 / 海陆, 剧情 / 古装,40,45,https://movie.douban.com/subject/26694156/
1741,繁星四月,2017,4.6,2163,黄伟杰, 刘芳,戚薇 / 吴奇隆 / 左航 / 任言恺 / 邓萃雯, 剧情 / 爱情,42,45,https://movie.douban.com/subject/26761295/
1742,龙门飞甲,2015,4.6,459,蔡晶盛, 赵志坚 / 潘晔,聂远 / 毛俊杰 / 高虎 / 樊少皇 / 叶璇, 动作 / 武侠 / 古装,30,,https://movie.douban.com/subject/25757866/
1743,我的父亲我的兵,2016,4.5,682,杜军, 谈韦,张一山 / 刘威 / 傅淼 / 山崎敬一, 剧情,45,45,https://movie.douban.com/subject/26638416/
1744,喋血孤岛,2013,4.6,259,陈伟祥, 韩炜 / 绿城编剧团队,隋俊波 / 刘恺威 / 端木崇慧 / 林杰妮 / 文梦洋, 剧情 / 战争,43,,https://movie.douban.com/subject/21760028/
1745,济公传,2016,4.6,249,李大为, 桑晓琳,郭德纲 / 刘威 / 李菁菁 / 种丹妮 / 张雯, 古装,58,45,https://movie.douban.com/subject/25772658/
1746,孤独的美食家 第一季·台湾篇,2015,4.6,3779,江丰宏, 朱璐莎 / 谢叔芳,赵文_ / 赵正平, 剧情,12,30,https://movie.douban.com/subject/26292778/
1747,神犬小七 第二季,2016,4.7,1342,袁晓满, 吴玉江 / 石明华 / 石明辉 / 苏鹏 / 武瑶,张云龙 / 王洋 / 王煜 / 杜俊泽 / 吕卓燃, 喜剧 / 爱情,42,45,https://movie.douban.com/subject/26831295/
1748,盲约,2017,4.6,3829,柯翰辰, 如萍 / 胡宁远,蒋欣 / 陆毅 / 李雅男 / 王汀 / 冉旭, 剧情 / 喜剧 / 爱情,52,45,https://movie.douban.com/subject/26801053/
1749,约会恋爱究竟是什么,2017,4.6,2012,田晓威, 古泽良太 / 田晓威 / 朱珠,郭晓东 / 王姿允 / 王伟忠 / 樊野 / 朱梦瑶, 喜剧 / 爱情,20,30,https://movie.douban.com/subject/26668669/
1750,头号前妻,2016,4.6,273,刘家成, 风为裳,郝蕾 / 高亚麟 / 毛俊杰 / 李舒桐 / 朱刚日尧, 剧情 / 爱情,35,,https://movie.douban.com/subject/26415263/
1751,锻刀,2016,4.6,294,邢键钧, 徐兵,蒲巴甲 / 徐僧 / 王鸥 / 郑逸桐 / 高峰, 剧情 / 战争,40,45,https://movie.douban.com/subject/26377688/
1752,我为宫狂2,2015,4.6,261,左勋, 杨楠 / 王莉萱,张哲瀚 / 邓莎, 喜剧 / 爱情,11,,https://movie.douban.com/subject/25885384/
1753,我的老爸是奇葩,2017,4.7,250,刘飚, 张挺 / 王越,韩童生 / 陶慧敏 / 经超 / 张佳宁 / 张晨光, 喜剧 / 家庭,48,45,https://movie.douban.com/subject/26816558/
1754,小菊的秋天,2012,4.6,210,杨冠玉,,王传一 / 颖儿 / 高亚麟 / 江淑娜 / 李鸣惊, 剧情 / 爱情,36,45,https://movie.douban.com/subject/10801892/
1755,小男人遇上大女人,2012,4.6,164,杨影, 林密,梁爱琪 / 鲁诺 / 卢思思 / 杨青 / 张嘉禾, 爱情,30,45,https://movie.douban.com/subject/10788834/
1756,生死连,2015,4.6,102,李印, 刘_ / 丁浩 / 闻歌 / 易铭 / 王婷,张铎 / 刘小锋 / 张光北 / 牛丽燕 / 张笑君, 剧情 / 战争,40,45,https://movie.douban.com/subject/25899609/
1757,生死翻盘,2015,4.6,84,陈健, 马英龙,吴其江 / 王瑞子 / 王沫溪 / 亓航 / 高搏, 剧情,43,45,https://movie.douban.com/subject/26108040/
1758,废柴兄弟5：泰爽,2017,4.6,2074,尹琪, 尹琪,孙艺洲 / 张海宇 / 高艺涵 / 李又麟 / 张梦露, 喜剧,24,20,https://movie.douban.com/subject/26949276/
1759,青春烈火,2014,4.6,586,谭俏,,叶璇 / 莫小棋 / 刘恩佑 / 巫迪文, 动作 / 爱情,30,,https://movie.douban.com/subject/10545932/
1760,青春正能量之我是女神,2015,4.6,528,程力栋, 陈翘楚,张馨予 / 李佳航 / 范琳琳 / 郑凯 / 于荣光, 剧情 / 爱情,30,,https://movie.douban.com/subject/25900104/
1761,老兵,2014,4.6,458,赵本山 / 丁小雄, 丁小雄 / 刘小伟,赵本山 / 李立群 / 小沈阳 / 毕畅, 战争,70,,https://movie.douban.com/subject/25802701/
1762,遥远的婚约,2012,4.6,432,顾晶, 薛立业,刘威葳 / 邵峰 / 刘欣 / 赵雅莉 / 姬晨牧, 剧情 / 爱情,38,,https://movie.douban.com/subject/19971595/
1763,末代皇帝传奇,2014,4.6,317,王响伟, 赵锐勇,赵文_ / 余少群 / 郑则仕 / 蒋林静 / 孙耀琦, 剧情,60,40,https://movie.douban.com/subject/25762272/
1764,爱你，万缕千丝,2015,4.6,165,李宝能, 毛云飞,黄圣依 / 高云翔 / 关智斌 / 张佩华 / 黎明明, 剧情 / 爱情 / 悬疑,32,40,https://movie.douban.com/subject/26309184/
1765,我家的春秋冬夏,2013,4.6,142,夏晓昀, 王丽萍,杨立新 / 闫学晶 / 张小磊 / 徐露 / 刘敏, 爱情 / 家庭,33,,https://movie.douban.com/subject/20380247/
1766,裸婚,2010,4.6,117,王小康, 王静茹,王斑 / 马雅舒 / 迟蓬 / 高宝宝 / 沙景昌, 爱情 / 家庭,30,,https://movie.douban.com/subject/5985917/
1767,小两口,2013,4.6,125,郑晓龙 / 蓝志伟, 费明 / 杨丝丝,贾乃亮 / 吴樾 / 韩彩英 / 吴辰君 / 史力嘉, 爱情 / 家庭,30,,https://movie.douban.com/subject/11627058/
1768,毒刺,2010,4.6,115,高进军, 赵舒亚,温峥嵘 / 徐僧, 剧情 / 历史,32,45,https://movie.douban.com/subject/5948626/
1769,幸福媳妇成长记,2013,4.6,104,林添一, 周娟,甘婷婷 / 李健 / 戴娇倩 / 田岷 / 顾璇, 剧情,38,40,https://movie.douban.com/subject/24532214/
1770,爸爸是条龙,2015,4.6,95,寒冬, 南西,郝平 / 李菁菁 / 谢天华 / 翁虹, 剧情 / 喜剧 / 家庭,30,,https://movie.douban.com/subject/25853048/
1771,刀影,2014,4.6,82,陈皓威, 郝岩,高云翔 / 吕夏 / 刘泊潇 / 张铁林 / 吕行, 动作 / 历史 / 战争,35,,https://movie.douban.com/subject/19965231/
1772,一门三司令,2012,4.6,86,孙波, 孙波,于晓光, 剧情 / 战争,24,40,https://movie.douban.com/subject/10558464/
1773,糖小姐探案集,2016,4.6,55,王鹏, 朴未央 / 吴土土 / 程挚,彭梓洋, 悬疑,10,21,https://movie.douban.com/subject/26700523/
1774,拯救女兵司徒慧,2010,4.6,57,王伟民 / 高升中, 杨正成,何琢言 / 王洛勇 / 齐奎 / 李金哲 / 文江, 剧情 / 战争,25,45,https://movie.douban.com/subject/4681408/
1775,爱可以重来,2011,4.6,52,陈伟祥, 李顺慈 / 环_,宗峰岩 / 佟丽娅 / 何欣 / 王帅 / 徐光, 剧情 / 爱情,32,,https://movie.douban.com/subject/6852396/
1776,傲魂之活死人,2015,4.6,38,贾方,,但欣 / 赵婧伊 Jingyi Zhao / 雷诺儿 / 朱嘉琦,,10,15,https://movie.douban.com/subject/26387789/
1777,克拉恋人,2015,4.5,15627,陈铭章, 李婕,唐嫣 / 郑智薰 / 罗晋 / 迪丽热巴 / 姚奕辰, 剧情 / 爱情,68,45,https://movie.douban.com/subject/26258068/
1778,人间至味是清欢,2017,4.5,8153,陈铭章, 郭爽 / 冯媛,佟大为 / 陈乔恩 / 王一博 / 林鹏 / 朱刚日尧, 剧情 / 爱情,45,45,https://movie.douban.com/subject/26842672/
1779,放弃我，抓紧我,2016,4.5,14617,邓衍成 / 阮惟新 / 陈国华, 钱晶晶 / 徐子元,陈乔恩 / 王凯 / 乔任梁 / 陈燃 / 张轩睿, 剧情 / 爱情,38,45,https://movie.douban.com/subject/26594404/
1780,锦绣缘华丽冒险,2015,4.5,5730,林合隆, 环_,黄晓明 / 陈乔恩 / 乔任梁 / 谢君豪 / 戚迹, 剧情 / 爱情,40,40,https://movie.douban.com/subject/25742295/
1781,一路繁花相送,2018,4.5,7261,刘淼淼, 唐尧 / 青衫落拓,钟汉良 / 江疏影 / 炎亚纶 / 李晟 / 李铭顺, 剧情 / 爱情,30,45,https://movie.douban.com/subject/26615514/
1782,凰图腾,2011,4.5,1839,刘仕裕, 深圳世纪映画传媒,张翰 / 郑爽 / 白冰, 古装,49,40,https://movie.douban.com/subject/6309373/
1783,我们的青春期,2018,4.5,1542,董春泽, 周小雯,曾淇 / 郭家豪 / 康宁 / 钱冬旎 / 张贝贝, 爱情,40,45,https://movie.douban.com/subject/27099214/
1784,真爱的谎言之破冰者,2018,4.5,4033,余淳, 蒋丹,罗晋 / 潘之琳 / 张晨光 / 曹征 / 吕星辰, 剧情 / 悬疑,44,45,https://movie.douban.com/subject/26887181/
1785,大刀记,2015,4.5,230,赵浚凯 / 吕德亮,,谷智鑫 / 冯海煜 / 迟蓬 / 魏震 / 王珂, 剧情 / 战争,42,,https://movie.douban.com/subject/25890927/
1786,潜伏在黎明之前,2016,4.5,411,余丁, 薛海翔,杨烁 / 胡军 / 甘婷婷 / 郭珍霓 / 吴刚, 剧情 / 悬疑,40,,https://movie.douban.com/subject/26342345/
1787,全民公主,2013,4.5,438,陈铭章,,安以轩 / 孙艺洲 / 李承炫 / 周韦彤 / 王志飞, 剧情 / 爱情,34,40,https://movie.douban.com/subject/10877439/
1788,闪亮茗天,2015,4.5,254,于中中,,朱梓骁 / 潘之琳 / 贾晓晨, 剧情 / 爱情,86,,https://movie.douban.com/subject/25890944/
1789,我们的纯真年代,2016,4.5,218,周小兵, 万方,郭晓东 / 左小青 / 王雨 / 张少华 / 刘雨鑫, 剧情 / 爱情,35,45,https://movie.douban.com/subject/26257314/
1790,男人四十要出嫁,2014,4.5,198,张学松, 徐健博,宋小宝 / 沈春阳 / 关婷娜, 爱情,38,45,https://movie.douban.com/subject/25717902/
1791,铁血玫瑰,2013,4.5,146,张正阳,,刘小锋 / 沈晓海 / 于震 / 侯传杲 / 文章, 动作,40,40,https://movie.douban.com/subject/24772984/
1792,豆腐西施杨七巧,2014,4.4,162,顾克利 / 程少刚, 张晶,闫学晶 / 徐源 / 张一龙 / 王红梅 / 董连海, 剧情 / 家庭 / 儿童,33,40,https://movie.douban.com/subject/25844368/
1793,密使2之江都谍影,2013,4.5,155,侯明杰, 金宇轩 / 路阳 / 程樯,颜丹晨 / 于震 / 王韦智 / 刘钧 / 闫霖飞, 剧情,30,40,https://movie.douban.com/subject/20470054/
1794,孤雁,2015,4.5,111,李辉, 董会平 / 王秋雨,程愫 / 朱泳腾 / 程煜, 剧情,45,45,https://movie.douban.com/subject/26106957/
1795,苦乐村官,2017,4.2,230,白永成, 曹锐 / 于星琛 / 徐国红,钱泳辰 / 斯琴高娃 / 刘威 / 杨昆 / 王翔弘, 剧情,30,45,https://movie.douban.com/subject/27144993/
1796,刺青海娘,2012,4.5,181,梁欣全, 王岩 / 杨敏,蒋梦婕 / 许绍洋 / 黄宥明 / 王子文 / 贺刚, 剧情 / 爱情,39,45,https://movie.douban.com/subject/6796182/
1797,幸福起航,2016,4.5,149,刘国权, 刘国权,李光洁 / 张檬 / 杨雪 / 杨立新 / 郭家铭, 剧情 / 爱情,30,45,https://movie.douban.com/subject/26274138/
1798,同在屋檐下,2013,4.5,100,沈星浩, 许宝月,贾静雯 / 郝平 / 马德钟 / 高洋 / 马丽, 剧情,40,,https://movie.douban.com/subject/19965232/
1799,校花的贴身高手3,2016,4.5,104,张修诚, 叶紫 / 怀玉 / 杨若轩,李宗霖 / 黄一琳, 剧情 / 动作 / 爱情,12,45,https://movie.douban.com/subject/26865380/
1800,神医大道公前传,2014,4.5,107,杨证雄, 陈文贵,韩栋 / 张铎 / 孙耀琦 / 杜海涛 / 张芯瑜, 剧情 / 古装,35,,https://movie.douban.com/subject/24736279/
1801,麻雀春天,2014,4.5,90,潘越, 高巍 / 商丙琦,邢佳栋 / 蒋欣 / 冯恩鹤, 剧情,34,,https://movie.douban.com/subject/25779131/
1802,三进山城,2012,4.5,53,卫翰韬, 谈韦,王新军 / 宁静 / 唐沸潮 / 何政军 / 方安娜, 剧情 / 战争,36,,https://movie.douban.com/subject/10535509/
1803,烈火,2011,4.5,67,于震, 温豪杰 / 张多 / 宋凌云,于震 / 沈晓海 / 刘文治 / 朱婷,,,,https://movie.douban.com/subject/6558793/
1804,逆光之恋,2015,4.4,1685,任海曜, 闻小宝 / 李越定,米热 / 迪丽热巴 / 张逸杰 / 关晓彤 / 杨诚诚, 喜剧 / 爱情 / 悬疑 / 奇幻,11,18,https://movie.douban.com/subject/25980278/
1805,一起又看流星雨,2010,4.4,8136,丁仰国 / 宋洋, 王雪静,张翰 / 郑爽 / 俞灏明 / 朱梓骁 / 魏晨, 爱情,35,46,https://movie.douban.com/subject/4287175/
1806,猎毒人,2018,4.4,20262,嵇天毅, 陈亚洲 / 马晓宇 / 杨玉川 / 席姗姗 / 陈静 / 才博,于和伟 / 张丹峰 / 侯梦莎 / 傅程鹏 / 徐洪浩, 剧情 / 动作 / 悬疑 / 惊悚 / 犯罪,50,45,https://movie.douban.com/subject/27180959/
1807,隋唐英雄,2012,4.4,2999,李翰韬, 徐海滨,蒲巴甲 / 张卫健 / 赵文_ / 陈冲 / 余少群, 剧情 / 历史 / 古装,120,40,https://movie.douban.com/subject/7062605/
1808,熊猫人,2010,4.4,3648,周杰伦, 发条 / 李怡嘉 / 李莎,宋健彰 / 詹宇豪 / 江语晨 / 唐嫣 / 周杰伦, 剧情 / 爱情,29,43,https://movie.douban.com/subject/3546713/
1809,我在北京·挺好的,2014,4.4,490,姚远, 刘嘉军,王茜华 / 林继东 / 陶昕然 / 张明健 / 关慧卿, 剧情 / 爱情,37,,https://movie.douban.com/subject/25700836/
1810,守卫者·浮出水面,2017,4.4,6562,潘镜丞 / 韩博文, 王冰 / 吴竞 / 刘涛,靳东 / 韩雨芹 / 王梓权 / 刘立 / 吴谨言, 剧情 / 悬疑,30,45,https://movie.douban.com/subject/26369809/
1811,素手遮天,2018,4.4,859,于敏,,黄婷婷 / 刘忻 / 王霏霏 / 邓宁 / 孟子荻, 奇幻 / 古装,32,35,https://movie.douban.com/subject/27068569/
1812,萌学园之萌骑士传奇,2010,4.4,316,李明泽 / 李权峰, 邵慧婷,五熊 / 博焱 / 曾子余, 儿童 / 奇幻,20,60,https://movie.douban.com/subject/4889487/
1813,土地公土地婆,2013,4.4,247,苏沅峰, 方泓仁,谭耀文 / 穆婷婷 / 蒲巴甲 / 廖碧儿 / 陈威翰, 剧情 / 奇幻,55,,https://movie.douban.com/subject/20256494/
1814,微博达人,2012,4.4,203,蓝志伟, 陆文轩,陈键锋 / 陈司翰 / 吕良伟 / 章龄之 / 陈美行, 剧情,30,45,https://movie.douban.com/subject/10527196/
1815,平原烽火,2012,4.4,206,钱雁秋, 钱雁秋,张子健 / 梁冠华 / 曲栅栅 / 淳于珊珊 / 刘蕾, 剧情 / 战争,40,40,https://movie.douban.com/subject/10558436/
1816,新乌龙山剿匪记,2011,4.4,215,刘光, 水运宪 / 徐海滨,蒲巴甲 / 吕良伟 / 申军谊 / 秋瓷炫 / 安以轩, 剧情 / 战争,30,,https://movie.douban.com/subject/10449566/
1817,学院传说之三生三世桃花缘,2017,4.4,229,邱_洲, 孙然 / 张荣,任言恺 / 张雅钦 / 陈秋实 / 黄子星 / 陈斯琪, 剧情 / 爱情 / 奇幻,40,27,https://movie.douban.com/subject/26905528/
1818,爱你一生,2015,4.4,107,杜军, 谈韦 / 东西,战菁一 / 唐曾 / 林好 / 毕彦君 / 王茂蕾, 剧情 / 爱情,36,,https://movie.douban.com/subject/25847382/
1819,奸细,2012,4.4,84,海顿, 海顿 / 张兆宇,佟瑞欣 / 赵恒煊 / 海顿 / 于和伟 / 王奎荣, 战争,40,45,https://movie.douban.com/subject/10728457/
1820,私房钱,2015,4.4,77,司小冬, 韩锦昆,明道 / 赵毅 / 商蓉 / 张_临 / 邬君梅, 剧情 / 喜剧,36,45,https://movie.douban.com/subject/25865477/
1821,破阵,2015,4.4,71,邵芳,,陈昭荣 / 富大龙 / 王珂 / 陈欣予 / 杨_, 战争,36,,https://movie.douban.com/subject/25856471/
1822,尖刀队,2012,4.4,60,谷锦云, 宋凌云 / 张多 / 雷鸣,范雨林 / 崔波 / 刘小锋, 动作,30,40,https://movie.douban.com/subject/10833967/
1823,铁道游击队2战后篇,2011,4.4,62,王新民, 张辉力,赵恒煊 / 刘长纯 / 史兰芽 / 程前 / 李进荣, 剧情 / 历史 / 战争,36,40,https://movie.douban.com/subject/6855099/
1824,微风吹乱的爱情,2011,4.4,49,安战军,,翁虹 / 戴娇倩 / 曹炳琨 / 张靖冉 / 郝平, 剧情 / 爱情 / 家庭,20,,https://movie.douban.com/subject/6514121/
1825,夏至未至,2017,4.3,31925,韩洋, 刘飞 / 刘辰光 / 施适 / 郭敬明,陈学冬 / 郑爽 / 白敬亭 / 夏梓桐 / 柴碧云, 剧情 / 爱情,48,45,https://movie.douban.com/subject/26734684/
1826,天龙八部,2013,4.3,9432,赖水清, 韦辛 / 刘书桦 / 金庸,钟汉良 / 金起范 / 金铭 / 张檬 / 贾青, 武侠 / 古装,54,45,https://movie.douban.com/subject/19390890/
1827,好久不见,2018,4.3,6493,金晔, 王宛平,杨子姗 / 郑恺 / 张国立 / 江珊 / 田雷, 剧情 / 爱情,42,45,https://movie.douban.com/subject/26743566/
1828,钟馗捉妖记,2018,4.3,2402,郑伟文, 秦溱 / 陆寒凝 / 李_,杨旭文 / 杨蓉 / 麦迪娜 / 李子峰 / 丁子峻, 剧情 / 奇幻,55,45,https://movie.douban.com/subject/26864185/
1829,铁血使命,2011,4.3,828,林建中, 彭鹏华 / 郭媛媛,景珂 / 王新 / 王艺霖 / 蒲冰墨,,36,,https://movie.douban.com/subject/6903112/
1830,梦回唐朝,2013,4.3,335,蔡晶盛, 袁帅 / 韩静,谭耀文 / 佟丽娅 / 郑恺 / 王力可 / 隋俊波, 剧情 / 古装,31,,https://movie.douban.com/subject/6815121/
1831,复合大师,2017,4.3,3791,陈畅 / 于中中, 陈成东 / 拉结 / 江霞 / 秦梦茜 / 张彦,贾乃亮 / 王晓晨 / 代乐乐 / 邓超 / 闫妮, 喜剧 / 爱情,46,45,https://movie.douban.com/subject/26637887/
1832,反恐特战队之猎影,2017,4.3,963,尤小刚 / 许永昌, 李正虎,黄维德 / 何晟铭 / 牟星 / 王斑 / 石兆琪, 剧情,40,45,https://movie.douban.com/subject/26691325/
1833,战神,2014,4.3,338,陈皓威 / 国建勇, 康丽雯,陈思诚 / 王丽坤 / 周扬 / 贡米 / 杜淳, 剧情 / 战争,53,40,https://movie.douban.com/subject/25736076/
1834,把爱带回家,2014,4.3,334,陈启峻, 南南,俞灏明 / 潘时七 / 沈梦辰 / 李泰 / 付梦妮, 家庭,69,45,https://movie.douban.com/subject/25757901/
1835,狭路,2015,4.4,274,花箐, 章小龙,罗晋 / 王丽坤 / 杨烁 / 林源 / 黄俊鹏, 剧情 / 战争,68,45,https://movie.douban.com/subject/25840407/
1836,幸福照相馆,2017,4.4,274,王义明, 高博,林永健 / 左小青 / 王婉娟 / 徐佳, 剧情 / 爱情,40,45,https://movie.douban.com/subject/26857956/
1837,热血狂篮,2018,4.3,1368,成志超 / 戴小哲 / 苏飞, 徐晓梅 / 蔡敏 / 邱伟倩 / 侯鹏飞 / 柴靖杰 / 颜桢,佟梦实 / 邢菲 / 聂子皓 / 曹煜辰 / 涂冰, 剧情 / 运动,36,45,https://movie.douban.com/subject/27083672/
1838,幸福的面条,2013,4.3,204,柯翰辰,,尹施允 / 李菲儿 / 张峻宁, 剧情,35,,https://movie.douban.com/subject/11615885/
1839,隐形的翅膀,2016,4.3,164,林振清 / 马华干, 张璐,贾静雯 / 邱心志 / 张彬彬 / 王艺哲 / 常铖, 剧情 / 家庭,50,,https://movie.douban.com/subject/26301481/
1840,狙击部队,2013,4.4,104,赵浚凯, 赵浚凯 / 刘岩 / 邢键钧,何政军 / 刘鑫 / 赵聪, 剧情,32,,https://movie.douban.com/subject/19966069/
1841,风云再起,2014,4.3,91,林_, 胡宗祥,吴建国 / 贾琳 / 郭强 / 赵煜 / 史振龙, 剧情 / 动作 / 战争,116,20,https://movie.douban.com/subject/26269551/
1842,黄金背后,2013,4.3,39,张晓春, 庞一川,刘威 / 徐筠 / 高兰村 / 李凤绪, 剧情,30,,https://movie.douban.com/subject/20388222/
1843,爱人·同志,2017,4.3,764,毛卫宁, 唐栋 / 蒲逊,王雷 / 李小萌 / 罗昱_ / 王鹏凯 / 周奇奇, 剧情 / 战争,35,45,https://movie.douban.com/subject/26638521/
